created_at	full_text	screen_name	edited_text
Wed May 08 11:20:00 +0000 2019	Fainé (La Caixa) desmiente a Francisco González (BBVA) en el juicio de Bankia https://t.co/2SPbtYzA6q	el_pais	Fainé Caixa desmiente Francisco González BBVA juicio Bankia
Wed May 08 11:18:52 +0000 2019	Unidas Podemos presenta en Madrid la candidatura Unidas Podemos Cambiar Europa de cara a las europeas del #26M https://t.co/AG43BfvKUS	el_pais	Unidas Podemos presenta Madrid candidatura Unidas Podemos Cambiar Europa cara europeas 26M
Wed May 08 11:12:01 +0000 2019	Fotogalería | El Palacio de Liria permitirá visitas todos los días como vivienda. Así es la casa de la familia Alba por dentro https://t.co/ViV7vq5049	el_pais	Fotogalería Palacio Liria permitirá visitas días vivienda casa familia Alba dentro
Wed May 08 11:12:00 +0000 2019	El Supremo permite a los contribuyentes pedir una rectificación de la declaración en mitad de una inspección de Hacienda https://t.co/7RrNkt3QNY	el_pais	Supremo permite contribuyentes pedir rectificación declaración mitad inspección Hacienda
Wed May 08 11:04:00 +0000 2019	Un hombre de 59 años consigue que se le reconozca una pensión de orfandad https://t.co/fDF7DAABMT	el_pais	hombre 59 años consigue reconozca pensión orfandad
Wed May 08 10:56:00 +0000 2019	Luciano Méndez, el profesor de la Universidad de Santiago que apoyó a La Manada, ha sido detenido por violencia machista https://t.co/AFn8p7lF3a	el_pais	Luciano Méndez profesor Universidad Santiago apoyó Manada sido detenido violencia machista
Wed May 08 10:53:53 +0000 2019	"RT @elpais_cultura: El único disco de Vampire Weekend en seis años es ""una mutante y muy americana, obra maestra"". Por @laura_fernandez
htt…"	el_pais	elpais_cultura único disco Vampire Weekend seis años mutante americana obra maestra '' laura_fernandez htt…
Wed May 08 10:48:44 +0000 2019	"RT @elpais_deportes: #UCL | Entrevista con Mauricio Pochettino:

""Programar cosas con tu mente para que sucedan ha sido para mí una herrami…"	el_pais	elpais_deportes UCL Entrevista Mauricio Pochettino '' Programar cosas mente sucedan sido herrami…
Wed May 08 10:48:00 +0000 2019	"""Necesito otro copazo"". Una semana más, te contamos lo que se cocía en el grupo de WhatsApp de los protagonistas de Juego de Tronos en el capítulo de esta semana [obviamente, todo son spoilers] https://t.co/9XgDyXQC3A"	el_pais	Necesito copazo '' semana contamos cocía grupo WhatsApp protagonistas Juego Tronos capítulo semana obviamente spoilers
Wed May 08 10:40:00 +0000 2019	"Un juez ha cerrado un gallinero porque los animales “molestaban” a un hotel rural cercano. La reacción del ganadero asturiano 'youtuber' Nel Cañedo se ha hecho viral: ""¿Para que venís a un pueblo a hacer turismo rural? Encima lo llamáis 'rural"" https://t.co/r1Mn6RPlJA"	el_pais	juez cerrado gallinero animales “ molestaban ” hotel rural cercano reacción ganadero asturiano 'youtuber Nel Cañedo hecho viral ¿Para venís pueblo hacer turismo rural Encima llamáis 'rural ''
Wed May 08 10:32:00 +0000 2019	De Youtube a ganar una beca en la universidad de Manchester https://t.co/Tk4PjDdd71 https://t.co/2fLHQPXEy9	el_pais	Youtube ganar beca universidad Manchester
Wed May 08 10:31:48 +0000 2019	Salman Khan, el responsable de que millones de niños mejoren sus notas del colegio #hemeroteca https://t.co/19KqeRKnTJ	el_pais	Salman Khan responsable millones niños mejoren notas colegio hemeroteca
Wed May 08 10:31:13 +0000 2019	ÚLTIMA HORA | El matemático Salman Khan, Premio Princesa de Asturias de Cooperación Internacional de 2019 https://t.co/5txmGsIkiM	el_pais	ÚLTIMA HORA matemático Salman Khan Premio Princesa Asturias Cooperación Internacional 2019
Wed May 08 10:30:46 +0000 2019	RT @elpais_inter: El asesinato del periodista eslovaco Jan Kuciak y su novia hace un año sigue sin esclarecerse. El suceso, que hizo caer a…	el_pais	elpais_inter asesinato periodista eslovaco Jan Kuciak novia hace año sigue esclarecerse suceso hizo caer a…
Wed May 08 10:30:29 +0000 2019	RT @elpais_opinion: .@PepaBueno: En todos los ámbitos y territorios, las fuerzas más votadas son las que apuestan, de una manera u otra, po…	el_pais	elpais_opinion PepaBueno ámbitos territorios fuerzas votadas apuestan manera u po…
Wed May 08 10:24:01 +0000 2019	¿Son los huevos fritos de este hotel rural de Mallorca los mejores del mundo? Por @JCCapel https://t.co/ZMcfXe73Xm	el_pais	¿Son huevos fritos hotel rural Mallorca mejores mundo JCCapel
Wed May 08 10:16:00 +0000 2019	El empleado de la residencia violó a cinco ancianas en las Navidades de 2015. Una de las mujeres murió cinco días después de un infarto que sufrió como consecuencia de la agresión https://t.co/m56ydU5hPZ	el_pais	empleado residencia violó cinco ancianas Navidades 2015 mujeres murió cinco días después infarto sufrió consecuencia agresión
Wed May 08 10:13:41 +0000 2019	El Partido Popular presenta su programa para las elecciones autonómicas del #26M https://t.co/wOC6xWoQDJ	el_pais	Partido Popular presenta programa elecciones autonómicas 26M
Wed May 08 10:10:49 +0000 2019	"RT @elpais_espana: El ministro de Exteriores en funciones, Josep Borrell, cree que ""no parece imposible"" una opción similar a la que existe…"	el_pais	elpais_espana ministro Exteriores funciones Josep Borrell cree parece imposible '' opción similar existe…
Wed May 08 10:09:02 +0000 2019	RT @icon_elpais: Este personaje histriónico, creado y encarnado por la artista argentina afincada en España @NathyPeluso, ya ha recibido gl…	el_pais	icon_elpais personaje histriónico creado encarnado artista argentina afincada España NathyPeluso recibido gl…
Wed May 08 10:09:00 +0000 2019	El joven de 18 años se quejaba de dolores de cabeza y de un malestar constante en su ingle. Ante los síntomas, el doctor Nishanth Dev le realizó una resonancia magnética. Las imágenes mostraron un cerebro plagado de gusanos https://t.co/wPi5U9STZl	el_pais	joven 18 años quejaba dolores cabeza malestar constante ingle síntomas doctor Nishanth Dev realizó resonancia magnética imágenes mostraron cerebro plagado gusanos
Wed May 08 10:06:27 +0000 2019	"RT @elpais_tele: ""Giancarlo Giannini es un grande a la altura de los grandes, desde el  inimitable Albertone, al bello Marcello. Y en la se…"	el_pais	elpais_tele Giancarlo Giannini grande altura grandes inimitable Albertone bello Marcello se…
Wed May 08 10:06:13 +0000 2019	RT @elpaiscatalunya: Condenado a 55 años un cuidador que violó a cinco ancianas en una residencia en Arenys de Mar https://t.co/XN1u8GOBH4…	el_pais	elpaiscatalunya Condenado 55 años cuidador violó cinco ancianas residencia Arenys Mar
Wed May 08 10:01:00 +0000 2019	Allison dejó la portería a cero el año pasado en la remontada de la Roma que dejó fuera de las semifinales al Barça. Y este año ha vuelto a hacerlo en Anfield con el Liverpool https://t.co/04CekjB6OJ	el_pais	Allison dejó portería cero año pasado remontada Roma dejó semifinales Barça año vuelto hacerlo Anfield Liverpool
Wed May 08 09:52:00 +0000 2019	"""Todo el mundo es inocente hasta que se demuestre los contrario"". Madonna sale en defensa de Michael Jackson https://t.co/a4ogYJzcYV"	el_pais	mundo inocente demuestre contrario '' Madonna sale defensa Michael Jackson
Wed May 08 09:50:43 +0000 2019	RT @elpais_tec: Google quiere hacer cotidiano el uso de la inteligencia artificial #io19 https://t.co/oQ5OClnJit	el_pais	elpais_tec Google quiere hacer cotidiano uso inteligencia artificial io19
Wed May 08 09:44:00 +0000 2019	La policía, las autoridades e incluso los expertos en radiofrecuencia estaban desconcertados ante el fenómeno. Algunos llegaron a pensar que el origen de la señal que bloqueó multitud de mandos de coche a la vez estaba causado por un experimento de la NASA https://t.co/0WXtYih5o0	el_pais	policía autoridades incluso expertos radiofrecuencia desconcertados fenómeno llegaron pensar origen señal bloqueó multitud mandos coche vez causado experimento NASA
Wed May 08 09:37:00 +0000 2019	Los dos detenidos iban abriendo y cerrando perfiles en Instagram en los que publicaban mensajes en los que se alegraban del asesinato de la profesora Laura Luelmo https://t.co/MuFMjt30Mj	el_pais	dos detenidos iban abriendo cerrando perfiles Instagram publicaban mensajes alegraban asesinato profesora Laura Luelmo
Wed May 08 09:30:37 +0000 2019	RT @Planeta_Futuro: Un profesor de Criminología y un periodista viajaron de Croacia a Túnez, de Grecia a Egipto, de Francia a la República…	el_pais	Planeta_Futuro profesor Criminología periodista viajaron Croacia Túnez Grecia Egipto Francia República…
Wed May 08 09:30:25 +0000 2019	"RT @elpais_opinion: ""‘Avengers. Endgame’ es el último ejemplo de una narrativa desprovista de sentido y, por lo tanto, grotesca"" Jesús Mota…"	el_pais	elpais_opinion ‘ Avengers Endgame ’ último ejemplo narrativa desprovista grotesca '' Jesús Mota…
Wed May 08 09:29:00 +0000 2019	"""La mezcla de machismo y gobiernos neoliberales como el de Bolsonaro es una combinación explosiva porque las ideas patriarcales pasan a tener un carácter público, se despolitiza la igualdad y los temas sociales quedan en segundo plano"" https://t.co/MAsDGdZgbb"	el_pais	mezcla machismo gobiernos neoliberales Bolsonaro combinación explosiva ideas patriarcales pasan tener carácter público despolitiza igualdad temas sociales quedan segundo plano ''
Wed May 08 09:24:52 +0000 2019	RT @el_pais_madrid: Ángel Gabilondo propone que el tiempo máximo de espera en el metro en hora punta sea de tres minutos. El candidato del…	el_pais	el_pais_madrid Ángel Gabilondo propone tiempo máximo espera metro hora punta tres minutos candidato del…
Wed May 08 09:24:48 +0000 2019	RT @elpais_tec: La misteriosa frecuencia que bloqueó los mandos de los coches de una ciudad de Ohio https://t.co/Zq7XBWxRer	el_pais	elpais_tec misteriosa frecuencia bloqueó mandos coches ciudad Ohio
Wed May 08 09:21:00 +0000 2019	No ficción, novela infantil, poesía, novela negra... Los autores españoles se cuelan entre los más vendidos de todos los géneros. Estos son los más destacados. En @librotea https://t.co/5B5mk3JH5U	el_pais	ficción novela infantil poesía novela negra ... autores españoles cuelan vendidos géneros destacados librotea
Wed May 08 09:11:00 +0000 2019	"""La violación no es una herramienta para que un personaje sea más fuerte"". La actriz Jessica Chastain carga contra ‘Juego de Tronos’ por su uso de la violencia sexual [ojo, spoilers] https://t.co/Iq7umkzyPG"	el_pais	violación herramienta personaje fuerte '' actriz Jessica Chastain carga ‘ Juego Tronos ’ uso violencia sexual ojo spoilers
Wed May 08 09:07:12 +0000 2019	RT @elpais_retina: “No tengo nada por lo que vivir”, dicen quienes hacen jornadas de 10 horas en tareas rutinarias a un ritmo prefijado, co…	el_pais	elpais_retina “ vivir ” dicen hacen jornadas 10 horas tareas rutinarias ritmo prefijado co…
Wed May 08 09:04:21 +0000 2019	"RT @verne: Con motivo de la celebración de las fiestas de San Isidro el Ayuntamiento de @MADRID  ha querido ""actualizar"" la tipografía típi…"	el_pais	verne motivo celebración fiestas San Isidro Ayuntamiento MADRID querido actualizar '' tipografía típi…
Wed May 08 09:04:11 +0000 2019	"RT @elpais_cultura: Ennio Morricone repasa su carrera y afronta su despedida: ""Mis obras tenían que mantener la dignidad"". Entrevista de @T…"	el_pais	elpais_cultura Ennio Morricone repasa carrera afronta despedida obras mantener dignidad '' Entrevista T…
Wed May 08 09:01:00 +0000 2019	La idea de Vox de trasladar a la Casa de Campo la cita más importante del colectivo LGTBIQ choca con una reivindicación aceptada por los madrileños y que ya forma parte de su identidad https://t.co/h6XMUrCXlo	el_pais	idea Vox trasladar Casa Campo cita importante colectivo LGTBIQ choca reivindicación aceptada madrileños forma parte identidad
